"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","refurl","CONTMEDF.MEDF.","CONTMEDP.MEDPOS1.","CONTMEDP.MEDPOS2.","CONTMEDP.MEDPOS4.","CONTMEDAIUTARSI.MEDAMB.","CONTMEDN.MEDNEG1.","CONTMEDN.MEDNEG2.","CONTMEDN.MEDNEG3.","CONTMEDN2.MC1.","CONTMEDN2.MEDNEG4.","CONTINDF.INDF.","CONTINDVP.INDPOS1.","CONTINDVP.INDPOS2.","CONTINDVP.INDPOS3.","CONTINDVN.INDNEG1.","CONTINDVN.INDNEG2.","CONTINDVN.INDNEG3.","CONTDF.DF.","CONTDPOS.DPOS1.","CONTDPOS.DPOS2.","CONTDPOS.DPOS3.","CONTDNEG.DNEG1.","CONTDNEG.DNEG2.","CONTDNEG.DNEG3.","JMC0.JMC1.","JMC0.JMC2.","JMC0.JMC3.","JMC0.JMC4.","JMC0.JMC5.","JMC0.JMC6.","JMC0.JMC7.","JMC0.JMC8.","ROM0.ROM1.","ROM0.ROM2.","ROM0.ROM3.","ROM0.ROM4.","ATCOS0.ATCOS1.","ATCOS0.MC2.","ATCOS0.ATCOS2.","ATCOS0.ATCOS3.","ATCOS0.ATCOS4.","SCB0.SCB1.","SCB0.SCB2.","SCB0.SCB3.","SCB0.SCB4.","MIN0.THREAT1.","MIN0.THREAT2.","MIN0.THREAT3.","MIN0.THREAT4.","MIN0.THREAT5.","ONORE0.ONORE1.","ONORE0.ONORE2.","ONORE0.ONORE3.","ONORE0.ONORE4.","ONORE0.ONORE5.","ONORE0.ONORE6.","ONORE0.ONORE7.","ONORE0.ONORE8.","INT0.INT1.","INT0.INT2.","INT0.MC3.","INT0.INT3.","INT0.INT4.","METAATT.META1.","METAATT.META2.","METAATT.META3.","METAATT.META4.","CAMPCONTR1","CAMPCONTR2","SESSO","ETA","ISTR","Occupazione"
537,"",NA,"it",1342553881,"2023-05-01 15:54:04","2023-05-01 15:54:04","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
538,"2023-05-01 16:16:09",12,"it",1923044368,"2023-05-01 15:57:30","2023-05-01 16:16:09","",4,5,4,4,4,1,1,4,2,5,3,3,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,5,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,3,1,4,7,1,1,7,"A7","A6","A6","A6","A6",2,6,5,4,1,1,1,33,3,"Arredatore"
539,"2023-05-01 16:20:13",12,"it",998962249,"2023-05-01 15:59:37","2023-05-01 16:20:13","",2,2,3,3,4,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,1,1,4,4,4,1,1,7,7,7,1,7,4,7,5,7,1,3,1,2,1,1,1,1,"A7","A7","A6","A4","A5",2,5,1,1,1,1,1,23,3,"Studentessa"
540,"",1,"it",2032864742,"2023-05-01 16:03:57","2023-05-01 16:07:37","",5,2,2,2,1,7,7,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
541,"2023-05-01 16:23:34",12,"it",181972678,"2023-05-01 16:05:17","2023-05-01 16:23:34","",7,4,4,4,4,5,5,5,2,5,5,2,4,4,2,1,3,7,7,1,1,5,1,1,7,5,1,1,2,1,1,1,6,6,7,2,1,4,1,1,1,3,7,2,1,7,7,7,7,7,1,1,3,1,6,1,1,6,"A7","A7","A6","A6","A7",1,1,1,1,1,2,1,26,4,"Disoccupata "
542,"",NA,"it",2042844797,"2023-05-01 16:06:39","2023-05-01 16:06:39","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
543,"2023-05-01 16:21:08",12,"it",638626665,"2023-05-01 16:07:01","2023-05-01 16:21:08","",4,2,3,2,1,5,4,5,2,5,4,1,1,1,1,3,2,1,6,6,6,1,1,1,1,3,1,5,1,2,1,2,4,4,2,1,1,4,1,1,1,6,7,7,1,7,7,7,7,7,1,7,1,5,2,7,1,4,"A4","A2","A6","A3","A2",1,2,1,1,1,1,1,23,3,"Studente"
544,"2023-05-01 16:14:17",12,"it",1647141550,"2023-05-01 16:08:28","2023-05-01 16:14:17","",7,7,7,7,7,7,7,7,2,7,7,1,1,1,1,1,2,7,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,4,1,1,1,1,1,1,"A1","A1","A6","A1","A1",7,7,7,7,1,1,0,26,4,"Avvocato"
545,"2023-05-01 16:22:20",12,"it",704176549,"2023-05-01 16:13:08","2023-05-01 16:22:20","https://l.instagram.com/",2,1,2,1,2,4,1,4,2,5,3,2,1,1,4,4,1,2,1,3,1,3,2,1,7,4,4,3,2,3,2,1,1,5,2,2,1,4,2,1,1,6,7,5,2,7,7,7,5,7,1,1,1,1,1,1,1,1,"A7","A6","A6","A4","A5",5,2,1,1,1,2,1,25,3,"Studente"
546,"",NA,"it",730299850,"2023-05-01 16:14:51","2023-05-01 16:14:51","https://l.instagram.com/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
547,"",4,"it",1655784481,"2023-05-01 16:18:14","2023-05-01 16:26:12","",3,4,4,4,3,4,4,4,2,5,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
548,"",NA,"it",112046807,"2023-05-01 16:28:04","2023-05-01 16:28:04","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
549,"2023-05-01 16:47:16",12,"it",1445890466,"2023-05-01 16:34:57","2023-05-01 16:47:16","",3,3,4,5,2,2,2,4,2,5,2,1,1,1,1,1,1,1,1,1,1,5,1,2,2,3,1,1,1,1,1,1,1,6,2,2,1,4,2,1,1,7,7,7,1,7,6,7,7,4,1,6,1,2,4,3,1,6,"A7","A7","A6","A1","A1",1,4,1,1,1,2,0,29,2,"Stagista"
550,"2023-05-01 16:46:50",12,"it",1328688220,"2023-05-01 16:36:57","2023-05-01 16:46:50","",3,3,3,3,4,5,4,3,2,5,2,1,3,1,2,2,2,1,1,1,1,1,1,1,3,6,5,7,2,4,1,2,6,3,5,1,2,4,5,4,1,6,7,2,1,6,6,6,5,6,1,5,1,2,3,2,1,5,"A5","A6","A6","A5","A6",4,5,5,5,1,1,1,24,4,""
551,"2023-05-01 16:56:49",12,"it",1769928855,"2023-05-01 16:48:33","2023-05-01 16:56:49","https://l.instagram.com/",4,5,5,4,4,6,4,6,2,6,3,1,1,2,3,2,3,3,4,4,4,5,5,4,3,2,3,4,1,3,2,1,1,7,3,1,1,4,3,1,1,7,7,7,1,7,7,7,7,7,1,3,1,3,2,1,1,1,"A7","A7","A6","A1","A7",1,3,2,2,1,1,0,25,4,"Disoccupato "
552,"2023-05-01 17:27:26",12,"it",651194950,"2023-05-01 16:52:08","2023-05-01 17:27:26","",2,2,2,2,2,3,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,4,1,1,4,4,1,1,6,6,6,1,6,7,7,6,6,1,3,1,4,4,1,1,2,"A7","A7","A6","A6","A7",1,5,1,4,1,1,0,23,2,"Studente"
553,"2023-05-01 17:18:48",12,"it",1098876426,"2023-05-01 17:00:07","2023-05-01 17:18:48","",3,1,1,2,1,4,7,5,2,7,2,2,1,1,1,1,1,1,2,2,2,4,2,1,2,3,7,3,2,1,2,2,1,6,1,1,1,4,1,1,1,7,7,6,2,7,6,7,6,7,4,4,4,5,5,4,2,1,"A7","A2","A6","A1","A1",1,2,1,1,1,1,1,16,1,"Studente "
554,"2023-05-01 17:24:47",12,"it",279553228,"2023-05-01 17:05:09","2023-05-01 17:24:47","",5,5,5,4,4,6,6,6,2,5,1,1,2,1,1,1,1,1,1,1,1,4,4,4,2,2,1,1,1,2,1,2,5,4,5,5,1,4,5,1,1,2,6,2,2,7,3,7,6,7,1,1,1,1,1,1,1,1,"A7","A4","A6","A1","A4",5,5,5,5,1,1,0,25,2,"Allievo di recitazione"
555,"2023-05-01 17:35:31",12,"it",1264742587,"2023-05-01 17:12:22","2023-05-01 17:35:31","",4,2,4,2,3,2,4,3,2,3,1,2,2,1,1,2,1,1,1,1,1,3,2,3,1,2,1,2,1,1,1,2,3,2,1,1,1,4,4,1,1,7,7,7,1,7,7,7,5,6,4,4,4,4,4,4,4,4,"A4","A5","A6","A4","A4",1,4,1,1,1,1,1,51,2,"Impiegata"
556,"",2,"it",1765547692,"2023-05-01 17:19:46","2023-05-01 17:21:23","https://l.instagram.com/",5,4,4,4,4,4,4,4,2,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
557,"2023-05-01 17:32:22",12,"it",577156224,"2023-05-01 17:22:50","2023-05-01 17:32:22","https://l.instagram.com/",3,2,3,3,3,2,3,3,2,3,3,2,2,3,5,5,5,3,2,2,2,7,7,7,6,6,6,2,2,2,6,6,2,2,1,1,2,4,2,1,1,4,7,4,1,7,7,7,7,7,4,4,1,4,7,4,4,4,"A7","A5","A6","A7","A7",6,6,6,6,1,1,1,24,3,"Libero professionista "
558,"2023-05-01 17:39:19",12,"it",463761811,"2023-05-01 17:30:47","2023-05-01 17:39:19","",3,2,3,2,1,1,1,2,2,4,4,1,1,1,4,4,4,2,1,1,1,2,2,2,3,2,1,3,2,2,2,2,1,4,2,1,1,4,1,1,1,5,7,5,1,7,5,6,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A7","A7",2,2,2,2,1,1,1,26,3,"Studente"
559,"2023-05-01 17:47:03",12,"it",1682683380,"2023-05-01 17:30:59","2023-05-01 17:47:03","",4,4,4,4,6,7,7,7,2,7,3,1,1,3,1,1,1,3,2,1,1,7,7,7,1,3,1,1,1,5,2,4,1,5,5,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,4,1,1,3,1,1,1,"A7","A7","A6","A7","A7",1,1,1,1,1,2,0,26,3,"Studente"
560,"2023-05-01 18:03:10",12,"it",1124198079,"2023-05-01 17:40:51","2023-05-01 18:03:10","",3,7,3,3,2,7,7,7,2,2,7,3,1,7,4,3,7,1,1,1,1,1,1,1,1,5,1,1,1,3,3,1,5,5,1,1,1,4,1,1,1,7,7,7,1,3,5,3,7,3,3,1,1,5,3,3,5,4,"A7","A3","A6","A1","A3",1,1,1,1,1,1,1,61,2,"Casalinga "
561,"2023-05-01 17:56:06",12,"it",696048522,"2023-05-01 17:41:16","2023-05-01 17:56:06","",5,2,2,2,1,3,5,5,2,7,3,1,1,1,2,1,1,1,1,1,1,7,7,7,3,3,1,3,2,3,3,2,1,2,5,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A6","A6","A1","A6",1,1,1,1,1,1,0,26,2,"Studente universitario"
562,"",2,"it",457152545,"2023-05-01 17:44:41","2023-05-01 17:48:27","",4,5,2,4,2,7,6,6,2,7,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
563,"",NA,"it",1961029095,"2023-05-01 18:06:09","2023-05-01 18:06:09","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
564,"2023-05-01 18:23:41",12,"it",565244966,"2023-05-01 18:13:28","2023-05-01 18:23:41","",4,5,3,4,1,7,7,5,2,6,4,1,1,1,1,1,1,2,1,1,1,3,1,3,3,2,1,2,1,3,1,1,2,6,1,1,2,4,1,1,1,7,6,6,1,6,6,7,6,7,4,3,4,4,7,1,2,1,"A6","A7","A6","A1","A5",1,1,1,1,1,1,0,38,3,"Impiegato"
565,"",3,"it",1817525057,"2023-05-01 18:25:35","2023-05-01 18:35:27","",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
566,"2023-05-01 18:43:42",12,"it",590332387,"2023-05-01 18:32:33","2023-05-01 18:43:42","",4,2,1,3,5,6,5,5,2,5,1,1,1,1,1,1,1,3,1,1,1,5,4,5,2,1,2,1,1,1,1,1,1,1,2,1,1,4,2,1,1,7,7,7,1,7,7,6,7,5,2,5,4,3,5,4,4,4,"A5","A5","A6","A4","A4",2,2,1,1,1,2,1,24,4,""
567,"",8,"it",1107086013,"2023-05-01 18:34:56","2023-05-01 18:46:50","",4,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,7,7,1,7,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
568,"",NA,"it",1847419227,"2023-05-01 19:10:29","2023-05-01 19:10:29","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
569,"",2,"it",974888254,"2023-05-01 19:45:35","2023-05-01 19:51:24","",4,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
570,"2023-05-01 20:16:12",12,"it",1570936635,"2023-05-01 20:03:32","2023-05-01 20:16:12","",3,4,1,2,1,4,2,7,2,3,1,1,1,1,3,1,4,1,1,1,1,1,1,1,2,5,3,3,3,4,1,1,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,2,5,1,1,1,"A4","A5","A6","A1","A1",1,1,2,3,1,1,1,66,4,"Impiegata "
571,"2023-05-01 20:50:28",12,"it",472233727,"2023-05-01 20:42:50","2023-05-01 20:50:28","",6,3,3,4,5,6,6,6,2,6,2,1,1,1,4,4,4,3,1,1,1,5,6,5,2,5,3,4,1,1,2,4,1,1,3,1,1,4,1,1,1,5,7,5,1,7,7,7,7,7,1,2,1,1,2,1,1,1,"A4","A4","A6","A3","A5",3,5,2,2,1,2,1,23,3,"Studentessa "
572,"2023-05-01 21:04:49",12,"it",865913295,"2023-05-01 20:55:12","2023-05-01 21:04:49","",3,1,1,1,1,3,3,5,2,5,4,1,2,1,2,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,3,3,1,7,2,1,1,1,"A7","A7","A6","A5","A7",1,1,1,1,1,2,0,25,4,""
573,"",NA,"it",1122699046,"2023-05-01 21:05:53","2023-05-01 21:05:53","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
574,"2023-05-01 22:06:40",12,"it",538583946,"2023-05-01 21:43:09","2023-05-01 22:06:40","",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,4,4,1,1,1,1,1,1,4,4,1,1,7,7,7,1,7,7,4,7,7,1,7,1,7,1,4,1,4,"A2","A1","A6","A1","A1",1,1,1,1,1,1,1,53,3,"Disoccupata"
575,"2023-05-01 22:05:21",12,"it",1263327513,"2023-05-01 21:55:25","2023-05-01 22:05:21","https://l.instagram.com/",4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,5,4,2,2,5,4,1,2,4,4,2,2,5,5,5,4,5,6,7,4,7,3,5,3,3,5,3,3,3,"A6","A7","A6","A2","A4",5,5,5,5,1,1,1,24,3,"Studentessa "
576,"",4,"it",1629641463,"2023-05-01 22:42:16","2023-05-01 22:50:15","",6,3,1,1,2,2,6,3,2,6,1,1,2,2,6,1,2,4,1,1,1,3,4,2,1,4,1,1,1,4,1,7,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
577,"2023-05-02 00:57:59",12,"it",2128761864,"2023-05-02 00:35:42","2023-05-02 00:57:59","",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,1,1,3,1,1,7,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A7","A7","A6","A7","A7",1,1,1,1,1,1,1,60,4,"Insegnante"
578,"2023-05-02 08:38:33",12,"it",1132521939,"2023-05-02 08:26:15","2023-05-02 08:38:33","",3,1,1,1,1,5,3,5,2,5,3,4,2,3,4,3,2,1,1,1,1,3,6,4,1,1,2,1,1,1,1,1,1,4,1,1,1,4,1,1,1,6,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A5","A5","A6","A5","A5",6,6,6,5,1,1,1,27,4,""
579,"",NA,"it",469738802,"2023-05-02 08:49:12","2023-05-02 08:49:12","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
580,"2023-05-02 09:02:35",12,"it",705733567,"2023-05-02 08:53:06","2023-05-02 09:02:35","",3,1,1,1,3,1,2,4,2,3,1,1,1,1,1,1,1,4,1,1,1,7,7,7,4,5,4,4,4,4,4,5,1,5,1,1,1,4,1,1,1,5,7,5,1,7,7,7,7,7,1,1,2,4,7,1,2,7,"A2","A2","A6","A2","A2",1,1,1,1,1,1,1,24,4,""
581,"2023-05-02 10:17:05",12,"it",1832404712,"2023-05-02 09:52:58","2023-05-02 10:17:05","",4,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,5,2,4,4,1,4,1,5,1,7,5,1,1,4,1,1,1,7,7,7,1,7,7,7,5,7,1,5,1,1,4,1,1,1,"A5","A5","A6","A5","A3",3,3,3,3,1,2,1,25,4,"Impiegata "
582,"",NA,"it",142301308,"2023-05-02 09:58:02","2023-05-02 09:58:02","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
583,"",1,"it",1878004536,"2023-05-02 10:08:56","2023-05-02 10:10:40","",3,3,2,2,3,6,6,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
584,"",1,"it",266682282,"2023-05-02 10:13:15","2023-05-02 10:15:14","",4,2,2,2,2,3,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
585,"2023-05-02 10:41:34",12,"it",2067991282,"2023-05-02 10:33:37","2023-05-02 10:41:34","",7,4,4,4,5,2,2,3,2,6,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,7,7,7,1,7,7,7,7,7,1,4,1,1,1,3,1,1,"A7","A7","A6","A7","A7",1,1,1,1,1,1,0,22,2,"Operaio"
586,"2023-05-02 10:54:31",12,"it",304816470,"2023-05-02 10:46:35","2023-05-02 10:54:31","",7,4,1,1,1,5,7,7,2,7,3,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,7,7,7,7,7,4,1,1,1,1,1,1,2,"A7","A7","A6","A7","A4",1,1,1,1,1,1,1,23,2,""
587,"2023-05-02 10:55:09",12,"it",534014592,"2023-05-02 10:48:25","2023-05-02 10:55:09","",2,2,2,1,2,6,6,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,4,1,3,2,1,4,5,5,1,2,4,2,1,1,5,7,4,4,5,4,7,5,5,4,1,1,1,7,1,1,1,"A7","A4","A6","A2","A2",1,1,1,1,1,1,1,23,3,""
588,"2023-05-02 11:13:15",12,"it",1225049339,"2023-05-02 10:55:13","2023-05-02 11:13:15","",3,2,2,2,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,1,2,1,1,1,1,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,"A4","A4","A6","A4","A4",1,1,1,1,1,1,1,23,2,"Studentessa"
589,"2023-05-02 11:30:12",12,"it",526925326,"2023-05-02 11:03:36","2023-05-02 11:30:12","",6,3,4,4,2,7,6,7,2,7,4,1,3,1,3,2,3,3,2,1,2,1,1,1,2,6,7,3,2,1,1,1,1,7,3,2,1,4,4,1,1,6,7,5,2,7,7,7,7,7,1,4,1,2,3,1,1,4,"A7","A4","A6","A5","A3",5,5,5,5,1,1,0,28,2,""
590,"",5,"it",537784969,"2023-05-02 11:04:19","2023-05-02 11:11:39","https://l.instagram.com/",3,7,5,4,3,2,2,3,2,7,2,2,3,3,1,2,1,1,1,3,1,1,3,1,4,4,4,1,1,1,1,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
591,"2023-05-02 11:23:24",12,"it",588643935,"2023-05-02 11:16:24","2023-05-02 11:23:24","",7,6,5,5,5,5,5,5,2,4,6,2,7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,5,1,1,4,2,1,1,7,7,7,1,7,7,7,4,7,1,1,1,7,5,4,1,1,"A7","A7","A6","A1","A1",1,3,4,1,1,1,0,32,4,"Libero Professionista"
592,"2023-05-02 11:39:23",12,"it",137491603,"2023-05-02 11:18:21","2023-05-02 11:39:23","",3,2,3,3,4,3,3,4,2,4,1,1,3,1,1,4,1,1,1,1,1,2,1,1,1,4,5,2,3,4,1,3,1,7,4,3,1,4,1,1,1,7,7,6,1,6,7,6,7,7,1,4,1,1,5,2,1,1,"A7","A7","A6","A5","A7",1,1,1,2,1,1,0,25,3,""
593,"2023-05-02 12:31:10",12,"it",161140176,"2023-05-02 12:16:51","2023-05-02 12:31:10","",4,3,3,3,4,2,2,3,2,4,3,1,1,1,1,1,2,1,1,1,1,5,5,5,3,4,4,6,1,1,2,2,1,4,4,1,1,4,1,1,1,5,7,5,1,7,6,7,7,7,1,4,1,5,2,4,1,2,"A7","A4","A6","A4","A4",1,2,1,1,1,2,1,22,3,""
594,"2023-05-02 14:27:26",12,"it",608834700,"2023-05-02 14:15:50","2023-05-02 14:27:26","",7,2,2,3,5,5,5,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,4,5,6,6,5,1,1,4,1,1,1,7,7,7,1,7,7,7,7,7,4,4,4,4,4,4,4,4,"A7","A7","A6","A7","A7",1,1,1,1,1,1,0,25,4,""
595,"",NA,"it",230391088,"2023-05-02 14:31:28","2023-05-02 14:31:28","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
